"GEOID","County","Male_Population","Female_Population"
"37129","New Hanover County, North Carolina",109251,118883
"37131","Northampton County, North Carolina",8481,9047
"37133","Onslow County, North Carolina",113368,90318
"37135","Orange County, North Carolina",69888,76031
"37137","Pamlico County, North Carolina",6337,5980
"37139","Pasquotank County, North Carolina",20076,20378
"37141","Pender County, North Carolina",31258,30334
"37143","Perquimans County, North Carolina",6233,6820
"37145","Person County, North Carolina",18879,20252
"37147","Pitt County, North Carolina",80857,90339
"37149","Polk County, North Carolina",9098,10440
"37151","Randolph County, North Carolina",71792,72611
"37153","Richmond County, North Carolina",21082,22067
"37155","Robeson County, North Carolina",56878,60695
"37157","Rockingham County, North Carolina",44392,46817
"37159","Rowan County, North Carolina",73080,73987
"37161","Rutherford County, North Carolina",31503,33177
"37163","Sampson County, North Carolina",29674,29643
"37165","Scotland County, North Carolina",17382,16840
"37167","Stanly County, North Carolina",31635,31088
"37169","Stokes County, North Carolina",21931,22765
"37171","Surry County, North Carolina",34926,36503
"37173","Swain County, North Carolina",6913,7217
"37175","Transylvania County, North Carolina",16013,17118
"37177","Tyrrell County, North Carolina",1847,1542
"37179","Union County, North Carolina",119375,120734
"37181","Vance County, North Carolina",19917,22575
"37183","Wake County, North Carolina",555563,576540
"37185","Warren County, North Carolina",9379,9424
"37187","Washington County, North Carolina",5659,5392
"37189","Watauga County, North Carolina",27205,27335
"37191","Wayne County, North Carolina",58498,58982
"37193","Wilkes County, North Carolina",32914,33211
"37195","Wilson County, North Carolina",37576,41091
"37197","Yadkin County, North Carolina",18709,18571
"37199","Yancey County, North Carolina",9203,9335
"38001","Adams County, North Dakota",1123,1067
"38003","Barnes County, North Dakota",5436,5390
"38005","Benson County, North Dakota",3080,2880
"38007","Billings County, North Dakota",456,383
"38009","Bottineau County, North Dakota",3358,3053
"38011","Bowman County, North Dakota",1483,1492
"38013","Burke County, North Dakota",1146,1038
"38015","Burleigh County, North Dakota",49666,48777
"38017","Cass County, North Dakota",94537,91791
"38019","Cavalier County, North Dakota",1919,1772
"38021","Dickey County, North Dakota",2497,2506
"38023","Divide County, North Dakota",1118,1077
"38025","Dunn County, North Dakota",2228,1821
"38027","Eddy County, North Dakota",1225,1120
"38029","Emmons County, North Dakota",1671,1626
"38031","Foster County, North Dakota",1712,1676
"38033","Golden Valley County, North Dakota",859,875
"38035","Grand Forks County, North Dakota",37845,35082
"38037","Grant County, North Dakota",1171,1149
"38039","Griggs County, North Dakota",1176,1133
"38041","Hettinger County, North Dakota",1183,1294
"38043","Kidder County, North Dakota",1319,1072
"38045","LaMoure County, North Dakota",2134,2001
"38047","Logan County, North Dakota",924,925
"38049","McHenry County, North Dakota",2736,2590
"38051","McIntosh County, North Dakota",1259,1270
"38053","McKenzie County, North Dakota",7684,6397
"38055","McLean County, North Dakota",5076,4705
"38057","Mercer County, North Dakota",4241,4125
"38059","Morton County, North Dakota",16895,16297
"38061","Mountrail County, North Dakota",5066,4582
"38063","Nelson County, North Dakota",1496,1529
"38065","Oliver County, North Dakota",973,859
"38067","Pembina County, North Dakota",3607,3246
"38069","Pierce County, North Dakota",1995,2004
"38071","Ramsey County, North Dakota",5770,5843
"38073","Ransom County, North Dakota",2912,2751
"38075","Renville County, North Dakota",1205,1077
"38077","Richland County, North Dakota",8527,8021
"38079","Rolette County, North Dakota",6058,6234
"38081","Sargent County, North Dakota",2093,1735
"38083","Sheridan County, North Dakota",682,656
"38085","Sioux County, North Dakota",1958,1938
"38087","Slope County, North Dakota",466,371
"38089","Stark County, North Dakota",17290,15699
"38091","Steele County, North Dakota",913,861
"38093","Stutsman County, North Dakota",10985,10624
"38095","Towner County, North Dakota",1141,1011
"38097","Traill County, North Dakota",4108,3896
"38099","Walsh County, North Dakota",5425,5128
"38101","Ward County, North Dakota",36443,33089
"38103","Wells County, North Dakota",1941,2049
"38105","Williams County, North Dakota",21134,17942
"39001","Adams County, Ohio",13776,13733
"39003","Allen County, Ohio",51158,50929
"39005","Ashland County, Ohio",26094,26428
"39007","Ashtabula County, Ohio",49966,47700
"39009","Athens County, Ohio",30545,30731
"39011","Auglaize County, Ohio",23184,23079
"39013","Belmont County, Ohio",34600,31954
"39015","Brown County, Ohio",21791,21924
"39017","Butler County, Ohio",191840,196487
"39019","Carroll County, Ohio",13653,13108
"39021","Champaign County, Ohio",19337,19378
"39023","Clark County, Ohio",66617,69260
"39025","Clermont County, Ohio",103830,105021
"39027","Clinton County, Ohio",21017,21060
"39029","Columbiana County, Ohio",51455,50268
"39031","Coshocton County, Ohio",18054,18575
"39033","Crawford County, Ohio",20711,21150
"39035","Cuyahoga County, Ohio",604080,652540
"39037","Darke County, Ohio",25940,25811
"39039","Defiance County, Ohio",19277,19023
"39041","Delaware County, Ohio",108175,107899
"39043","Erie County, Ohio",37056,38243
"39045","Fairfield County, Ohio",79759,79612
"39047","Fayette County, Ohio",14270,14631
"39049","Franklin County, Ohio",648647,669502
"39051","Fulton County, Ohio",21385,21217
"39053","Gallia County, Ohio",14445,14831
"39055","Geauga County, Ohio",47836,47619
"39057","Greene County, Ohio",83333,84234
"39059","Guernsey County, Ohio",19218,19191
"39061","Hamilton County, Ohio",402336,425335
"39063","Hancock County, Ohio",37079,37993
"39065","Hardin County, Ohio",15312,15310
"39067","Harrison County, Ohio",7186,7342
"39069","Henry County, Ohio",13838,13763
"39071","Highland County, Ohio",21303,21982
"39073","Hocking County, Ohio",14191,13913
"39075","Holmes County, Ohio",22311,21962
"39077","Huron County, Ohio",29037,29481
"39079","Jackson County, Ohio",16059,16504
"39081","Jefferson County, Ohio",32100,33180
"39083","Knox County, Ohio",30874,31783
"39085","Lake County, Ohio",114317,117919
"39087","Lawrence County, Ohio",28506,29488
"39089","Licking County, Ohio",88628,90216
"39091","Logan County, Ohio",23146,22952
"39093","Lorain County, Ohio",155272,157829
"39095","Lucas County, Ohio",209528,220486
"39097","Madison County, Ohio",24175,19786
"39099","Mahoning County, Ohio",112026,115953
"39101","Marion County, Ohio",35088,30278
"39103","Medina County, Ohio",90831,91516
"39105","Meigs County, Ohio",11180,11062
"39107","Mercer County, Ohio",21467,20854
"39109","Miami County, Ohio",54232,54586
"39111","Monroe County, Ohio",6826,6575
"39113","Montgomery County, Ohio",259995,276126
"39115","Morgan County, Ohio",6950,6901
"39117","Morrow County, Ohio",17821,17228
"39119","Muskingum County, Ohio",42320,44073
"39121","Noble County, Ohio",8413,5803
"39123","Ottawa County, Ohio",20275,20092
"39125","Paulding County, Ohio",9403,9424
"39127","Perry County, Ohio",17871,17580
"39129","Pickaway County, Ohio",31103,27706
"39131","Pike County, Ohio",13509,13642
"39133","Portage County, Ohio",79722,81495
"39135","Preble County, Ohio",20382,20547
"39137","Putnam County, Ohio",17283,17117
"39139","Richland County, Ohio",64024,60984
"39141","Ross County, Ohio",40257,36700
"39143","Sandusky County, Ohio",29370,29515
"39145","Scioto County, Ohio",36687,37029
"39147","Seneca County, Ohio",27744,27318
"39149","Shelby County, Ohio",24454,23691
"39151","Stark County, Ohio",183232,190967
"39153","Summit County, Ohio",263300,276061
"39155","Trumbull County, Ohio",99158,102591
"39157","Tuscarawas County, Ohio",46428,46412
"39159","Union County, Ohio",30672,32739
"39161","Van Wert County, Ohio",14236,14597
"39163","Vinton County, Ohio",6496,6294
"39165","Warren County, Ohio",123412,119777
"39167","Washington County, Ohio",29683,29956
"39169","Wayne County, Ohio",58125,58555
"39171","Williams County, Ohio",18476,18497
"39173","Wood County, Ohio",65263,66301
"39175","Wyandot County, Ohio",10775,11043
"40001","Adair County, Oklahoma",9903,9823
"40003","Alfalfa County, Oklahoma",3547,2136
"40005","Atoka County, Oklahoma",7846,6271
"40007","Beaver County, Oklahoma",2549,2522
"40009","Beckham County, Oklahoma",12565,9730
"40011","Blaine County, Oklahoma",4674,3987
"40013","Bryan County, Oklahoma",22778,23750
"40015","Caddo County, Oklahoma",15120,11790
"40017","Canadian County, Oklahoma",78044,78637
"40019","Carter County, Oklahoma",23556,24646
"40021","Cherokee County, Oklahoma",23129,24283
"40023","Choctaw County, Oklahoma",6910,7375
"40025","Cimarron County, Oklahoma",1151,1121
"40027","Cleveland County, Oklahoma",147722,147338
"40029","Coal County, Oklahoma",2696,2591
"40031","Comanche County, Oklahoma",63246,58531
"40033","Cotton County, Oklahoma",2713,2824
"40035","Craig County, Oklahoma",7269,6875
"40037","Creek County, Oklahoma",35821,36255
"40039","Custer County, Oklahoma",13842,14549
"40041","Delaware County, Oklahoma",20200,20591
"40043","Dewey County, Oklahoma",2249,2255
"40045","Ellis County, Oklahoma",1827,1928
"40047","Garfield County, Oklahoma",31386,31070
"40049","Garvin County, Oklahoma",12882,12924
"40051","Grady County, Oklahoma",27836,27478
"40053","Grant County, Oklahoma",2097,2055
"40055","Greer County, Oklahoma",3096,2435
"40057","Harmon County, Oklahoma",1243,1256
"40059","Harper County, Oklahoma",1613,1659
"40061","Haskell County, Oklahoma",5811,5840
"40063","Hughes County, Oklahoma",7306,6103
"40065","Jackson County, Oklahoma",12484,12292
"40067","Jefferson County, Oklahoma",2658,2762
"40069","Johnston County, Oklahoma",5254,5156
"40071","Kay County, Oklahoma",21922,21937
"40073","Kingfisher County, Oklahoma",7538,7752
"40075","Kiowa County, Oklahoma",4035,4411
"40077","Latimer County, Oklahoma",4838,4699
"40079","Le Flore County, Oklahoma",24544,23981
"40081","Lincoln County, Oklahoma",16937,16797
"40083","Logan County, Oklahoma",24955,24964
"40085","Love County, Oklahoma",5137,5021
"40087","McClain County, Oklahoma",21349,21044
"40089","McCurtain County, Oklahoma",15366,15637
"40091","McIntosh County, Oklahoma",9568,9591
"40093","Major County, Oklahoma",3833,3845
"40095","Marshall County, Oklahoma",7918,7576
"40097","Mayes County, Oklahoma",19757,19567
"40099","Murray County, Oklahoma",7153,6684
"40101","Muskogee County, Oklahoma",32623,33983
"40103","Noble County, Oklahoma",5451,5530
"40105","Nowata County, Oklahoma",4678,4782
"40107","Okfuskee County, Oklahoma",6190,5159
"40109","Oklahoma County, Oklahoma",391854,403968
"40111","Okmulgee County, Oklahoma",18390,18510
"40113","Osage County, Oklahoma",23249,22755
"40115","Ottawa County, Oklahoma",15060,15412
"40117","Pawnee County, Oklahoma",7957,7725
"40119","Payne County, Oklahoma",42359,39699
"40121","Pittsburg County, Oklahoma",22282,21476
"40123","Pontotoc County, Oklahoma",18629,19487
"40125","Pottawatomie County, Oklahoma",34941,37793
"40127","Pushmataha County, Oklahoma",5312,5533
"40129","Roger Mills County, Oklahoma",1783,1640
"40131","Rogers County, Oklahoma",48039,47831
"40133","Seminole County, Oklahoma",11650,11942
"40135","Sequoyah County, Oklahoma",19621,19917
"40137","Stephens County, Oklahoma",21143,21997
"40139","Texas County, Oklahoma",11391,9753
"40141","Tillman County, Oklahoma",3477,3536
"40143","Tulsa County, Oklahoma",328785,340138
"40145","Wagoner County, Oklahoma",41011,41258
"40147","Washington County, Oklahoma",25922,26657
"40149","Washita County, Oklahoma",5460,5470
"40151","Woods County, Oklahoma",4551,4110
"40153","Woodward County, Oklahoma",10797,9614
"41001","Baker County, Oregon",8629,8056
"41003","Benton County, Oregon",48293,47322
"41005","Clackamas County, Oregon",209373,211552
"41007","Clatsop County, Oregon",20435,20755
"41009","Columbia County, Oregon",26965,25900
"41011","Coos County, Oregon",32219,32689
"41013","Crook County, Oregon",12493,12494
"41015","Curry County, Oregon",11530,11874
"41017","Deschutes County, Oregon",99597,99755
"41019","Douglas County, Oregon",55508,55814
"41021","Gilliam County, Oregon",1029,954
"41023","Grant County, Oregon",3672,3565
"41025","Harney County, Oregon",3792,3704
"41027","Hood River County, Oregon",11919,12046
"41029","Jackson County, Oregon",109360,113244
"41031","Jefferson County, Oregon",12681,11978
"41033","Josephine County, Oregon",43101,44893
"41035","Klamath County, Oregon",34762,34744
"41037","Lake County, Oregon",4465,3736
"41039","Lane County, Oregon",189292,192926
"41041","Lincoln County, Oregon",24319,26015
"41043","Linn County, Oregon",64303,64295
"41045","Malheur County, Oregon",17355,14183
"41047","Marion County, Oregon",173623,172192
"41049","Morrow County, Oregon",6183,5957
"41051","Multnomah County, Oregon",403380,404718
"41053","Polk County, Oregon",43058,44542
"41055","Sherman County, Oregon",932,968
"41057","Tillamook County, Oregon",13835,13510
"41059","Umatilla County, Oregon",41890,38014
"41061","Union County, Oregon",13176,13110
"41063","Wallowa County, Oregon",3673,3766
"41065","Wasco County, Oregon",13645,12994
"41067","Washington County, Oregon",299671,299870
"41069","Wheeler County, Oregon",694,713
"41071","Yamhill County, Oregon",54489,53185
"42001","Adams County, Pennsylvania",52094,52510
"42003","Allegheny County, Pennsylvania",607557,637753
"42005","Armstrong County, Pennsylvania",32862,32676
"42007","Beaver County, Pennsylvania",82169,85460
"42009","Bedford County, Pennsylvania",23820,23793
"42011","Berks County, Pennsylvania",212820,215663
"42013","Blair County, Pennsylvania",60452,62188
"42015","Bradford County, Pennsylvania",30156,30003
"42017","Bucks County, Pennsylvania",319410,325753
"42019","Butler County, Pennsylvania",97055,97507
"42021","Cambria County, Pennsylvania",66411,66852
"42023","Cameron County, Pennsylvania",2280,2256
"42025","Carbon County, Pennsylvania",32644,32374
"42027","Centre County, Pennsylvania",83943,74722
"42029","Chester County, Pennsylvania",266330,270144
"42031","Clarion County, Pennsylvania",18539,18950
"42033","Clearfield County, Pennsylvania",42095,37612
"42035","Clinton County, Pennsylvania",18916,18944
"42037","Columbia County, Pennsylvania",31398,33526
"42039","Crawford County, Pennsylvania",41371,42505
"42041","Cumberland County, Pennsylvania",130394,130875
"42043","Dauphin County, Pennsylvania",139988,146120
"42045","Delaware County, Pennsylvania",279037,296275
"42047","Elk County, Pennsylvania",15773,15113
"42049","Erie County, Pennsylvania",134616,135879
"42051","Fayette County, Pennsylvania",64341,64076
"42053","Forest County, Pennsylvania",4582,2377
"42055","Franklin County, Pennsylvania",77293,78791
"42057","Fulton County, Pennsylvania",7485,7060
"42059","Greene County, Pennsylvania",18713,17068
"42061","Huntingdon County, Pennsylvania",23607,20516
"42063","Indiana County, Pennsylvania",41593,41801
"42065","Jefferson County, Pennsylvania",22308,22018
"42067","Juniata County, Pennsylvania",11805,11730
"42069","Lackawanna County, Pennsylvania",105900,109772
"42071","Lancaster County, Pennsylvania",272524,280678
"42073","Lawrence County, Pennsylvania",41879,44028
"42075","Lebanon County, Pennsylvania",70793,72465
"42077","Lehigh County, Pennsylvania",184521,189589
"42079","Luzerne County, Pennsylvania",162277,163119
"42081","Lycoming County, Pennsylvania",56229,57793
"42083","McKean County, Pennsylvania",20929,19530
"42085","Mercer County, Pennsylvania",54917,55683
"42087","Mifflin County, Pennsylvania",22740,23406
"42089","Monroe County, Pennsylvania",84131,83997
"42091","Montgomery County, Pennsylvania",419933,436466
"42093","Montour County, Pennsylvania",8912,9253
"42095","Northampton County, Pennsylvania",155709,158590
"42097","Northumberland County, Pennsylvania",46403,44937
"42099","Perry County, Pennsylvania",23368,22573
"42101","Philadelphia County, Pennsylvania",757083,836125
"42103","Pike County, Pennsylvania",30212,28784
"42105","Potter County, Pennsylvania",8220,8170
"42107","Schuylkill County, Pennsylvania",73915,69286
"42109","Snyder County, Pennsylvania",19772,20025
"42111","Somerset County, Pennsylvania",38686,35116
"42113","Sullivan County, Pennsylvania",3096,2784
"42115","Susquehanna County, Pennsylvania",19522,19018
"42117","Tioga County, Pennsylvania",20676,20510
"42119","Union County, Pennsylvania",23217,19691
"42121","Venango County, Pennsylvania",25174,25301
"42123","Warren County, Pennsylvania",19478,19014
"42125","Washington County, Pennsylvania",103708,105923
"42127","Wayne County, Pennsylvania",27289,23938
"42129","Westmoreland County, Pennsylvania",175081,179333
"42131","Wyoming County, Pennsylvania",13254,12965
"42133","York County, Pennsylvania",227361,229690
"44001","Bristol County, Rhode Island",24571,26087
"44003","Kent County, Rhode Island",83198,86970
"44005","Newport County, Rhode Island",42340,43102
"44007","Providence County, Rhode Island",323700,334284
"44009","Washington County, Rhode Island",63412,66586
"45001","Abbeville County, South Carolina",11865,12503
"45003","Aiken County, South Carolina",82326,87539
"45005","Allendale County, South Carolina",4417,3656
"45007","Anderson County, South Carolina",99223,105369
"45009","Bamberg County, South Carolina",6418,6893
"45011","Barnwell County, South Carolina",10283,10370
"45013","Beaufort County, South Carolina",93987,95084
"45015","Berkeley County, South Carolina",115726,115693
"45017","Calhoun County, South Carolina",6926,7219
"45019","Charleston County, South Carolina",199049,210791
"45021","Cherokee County, South Carolina",27445,28755
"45023","Chester County, South Carolina",15747,16424
"45025","Chesterfield County, South Carolina",21350,22186
"45027","Clarendon County, South Carolina",15383,15780
"45029","Colleton County, South Carolina",18675,19886
"45031","Darlington County, South Carolina",30142,32883
"45033","Dillon County, South Carolina",13381,14874
"45035","Dorchester County, South Carolina",79482,82657
"45037","Edgefield County, South Carolina",14104,12077
"45039","Fairfield County, South Carolina",10240,10702
"45041","Florence County, South Carolina",64679,72336
"45043","Georgetown County, South Carolina",30536,33058
"45045","Greenville County, South Carolina",257714,270537
"45047","Greenwood County, South Carolina",32530,36779
"45049","Hampton County, South Carolina",10180,8710
"45051","Horry County, South Carolina",173106,183472
"45053","Jasper County, South Carolina",14678,14766
"45055","Kershaw County, South Carolina",32239,33540
"45057","Lancaster County, South Carolina",47800,49811
"45059","Laurens County, South Carolina",33111,34345
"45061","Lee County, South Carolina",8455,8102
"45063","Lexington County, South Carolina",144763,151171
"45065","McCormick County, South Carolina",5187,4425
"45067","Marion County, South Carolina",13603,15609
"45069","Marlboro County, South Carolina",13975,12610
"45071","Newberry County, South Carolina",18569,19349
"45073","Oconee County, South Carolina",38804,39971
"45075","Orangeburg County, South Carolina",39563,44596
"45077","Pickens County, South Carolina",65776,65330
"45079","Richland County, South Carolina",200680,215481
"45081","Saluda County, South Carolina",9903,9049
"45083","Spartanburg County, South Carolina",161252,168867
"45085","Sumter County, South Carolina",51138,54061
"45087","Union County, South Carolina",12851,14307
"45089","Williamsburg County, South Carolina",15038,15841
"45091","York County, South Carolina",137720,145267
"46003","Aurora County, South Dakota",1359,1231
"46005","Beadle County, South Dakota",9456,9633
"46007","Bennett County, South Dakota",1597,1794
"46009","Bon Homme County, South Dakota",4227,2791
"46011","Brookings County, South Dakota",17743,16888
"46013","Brown County, South Dakota",18974,19304
"46015","Brule County, South Dakota",2676,2571
"46017","Buffalo County, South Dakota",992,867
"46019","Butte County, South Dakota",5092,5277
"46021","Campbell County, South Dakota",801,733
"46023","Charles Mix County, South Dakota",4655,4647
"46025","Clark County, South Dakota",1957,1880
"46027","Clay County, South Dakota",7362,7591
"46029","Codington County, South Dakota",14365,14037
"46031","Corson County, South Dakota",1974,1932
"46033","Custer County, South Dakota",4241,4274
"46035","Davison County, South Dakota",9894,10072
"46037","Day County, South Dakota",2821,2664
"46039","Deuel County, South Dakota",2198,2100
"46041","Dewey County, South Dakota",2648,2627
"46043","Douglas County, South Dakota",1397,1426
"46045","Edmunds County, South Dakota",2092,1922
"46047","Fall River County, South Dakota",3599,3480
"46049","Faulk County, South Dakota",1034,1106
"46051","Grant County, South Dakota",3867,3666
"46053","Gregory County, South Dakota",2063,1920
"46055","Haakon County, South Dakota",795,960
"46057","Hamlin County, South Dakota",3225,2971
"46059","Hand County, South Dakota",1572,1503
"46061","Hanson County, South Dakota",1765,1678
"46063","Harding County, South Dakota",621,555
"46065","Hughes County, South Dakota",8860,8952
"46067","Hutchinson County, South Dakota",3671,3730
"46069","Hyde County, South Dakota",683,636
"46071","Jackson County, South Dakota",1309,1529
"46073","Jerauld County, South Dakota",916,920
"46075","Jones County, South Dakota",414,592
"46077","Kingsbury County, South Dakota",2661,2511
"46079","Lake County, South Dakota",5839,5368
"46081","Lawrence County, South Dakota",12840,13207
"46083","Lincoln County, South Dakota",32666,33135
"46085","Lyman County, South Dakota",1966,1753
"46087","McCook County, South Dakota",2954,2760
"46089","McPherson County, South Dakota",1101,1150
"46091","Marshall County, South Dakota",2232,2131
"46093","Meade County, South Dakota",15706,14264
"46095","Mellette County, South Dakota",969,1020
"46097","Miner County, South Dakota",1167,1145
"46099","Minnehaha County, South Dakota",100828,96914
"46101","Moody County, South Dakota",3258,3088
"46102","Oglala Lakota County, South Dakota",6886,6809
"46103","Pennington County, South Dakota",56398,53988
"46105","Perkins County, South Dakota",1492,1478
"46107","Potter County, South Dakota",1264,1323
"46109","Roberts County, South Dakota",5276,4966
"46111","Sanborn County, South Dakota",1188,1185
"46115","Spink County, South Dakota",3231,3124
"46117","Stanley County, South Dakota",1710,1269
"46119","Sully County, South Dakota",749,569
"46121","Todd County, South Dakota",4616,4737
"46123","Tripp County, South Dakota",2859,2748
"46125","Turner County, South Dakota",4335,4352
"46127","Union County, South Dakota",8531,8169
"46129","Walworth County, South Dakota",2675,2642
"46135","Yankton County, South Dakota",12132,11179
"46137","Ziebach County, South Dakota",1227,1228
"47001","Anderson County, Tennessee",37953,39384
"47003","Bedford County, Tennessee",25432,25101
"47005","Benton County, Tennessee",7837,8096
"47007","Bledsoe County, Tennessee",8744,6072
"47009","Blount County, Tennessee",66732,69219
"47011","Bradley County, Tennessee",53175,55684
"47013","Campbell County, Tennessee",19508,19889
"47015","Cannon County, Tennessee",7312,7169
"47017","Carroll County, Tennessee",14053,14328
"47019","Carter County, Tennessee",27645,28670
"47021","Cheatham County, Tennessee",20853,20331
"47023","Chester County, Tennessee",8384,9008
"47025","Claiborne County, Tennessee",15900,16192
"47027","Clay County, Tennessee",3630,3962
"47029","Cocke County, Tennessee",17696,18490
"47031","Coffee County, Tennessee",28682,29398
"47033","Crockett County, Tennessee",6853,7102
"47035","Cumberland County, Tennessee",30166,31386
"47037","Davidson County, Tennessee",343836,365950
"47039","Decatur County, Tennessee",5661,5822
"47041","DeKalb County, Tennessee",10321,9888
"47043","Dickson County, Tennessee",26899,27664
"47045","Dyer County, Tennessee",17679,19139
"47047","Fayette County, Tennessee",21068,21160
"47049","Fentress County, Tennessee",9371,9271
"47051","Franklin County, Tennessee",21310,21670
"47053","Gibson County, Tennessee",24364,26091
"47055","Giles County, Tennessee",14682,15635
"47057","Grainger County, Tennessee",11960,11688
"47059","Greene County, Tennessee",34731,35668
"47061","Grundy County, Tennessee",6749,6801
"47063","Hamblen County, Tennessee",31933,32598
"47065","Hamilton County, Tennessee",178248,188945
"47067","Hancock County, Tennessee",3312,3414
"47069","Hardeman County, Tennessee",14142,11377
"47071","Hardin County, Tennessee",12878,13946
"47073","Hawkins County, Tennessee",28159,28948
"47075","Haywood County, Tennessee",8445,9361
"47077","Henderson County, Tennessee",13729,14116
"47079","Henry County, Tennessee",15622,16683
"47081","Hickman County, Tennessee",13117,11879
"47083","Houston County, Tennessee",4108,4145
"47085","Humphreys County, Tennessee",9527,9505
"47087","Jackson County, Tennessee",5944,5786
"47089","Jefferson County, Tennessee",27186,27831
"47091","Johnson County, Tennessee",9804,8178
"47093","Knox County, Tennessee",235988,245418
"47095","Lake County, Tennessee",4382,2516
"47097","Lauderdale County, Tennessee",13008,12163
"47099","Lawrence County, Tennessee",21913,22464
"47101","Lewis County, Tennessee",6251,6386
"47103","Lincoln County, Tennessee",17436,17929
"47105","Loudon County, Tennessee",27335,28172
"47107","McMinn County, Tennessee",26262,27270
"47109","McNairy County, Tennessee",12747,13148
"47111","Macon County, Tennessee",12408,12957
"47113","Madison County, Tennessee",47371,51273
"47115","Marion County, Tennessee",14330,14522
"47117","Marshall County, Tennessee",17114,17453
"47119","Maury County, Tennessee",49972,52030
"47121","Meigs County, Tennessee",6352,6487
"47123","Monroe County, Tennessee",23143,23346
"47125","Montgomery County, Tennessee",111312,110993
"47127","Moore County, Tennessee",3270,3288
"47129","Morgan County, Tennessee",11580,9544
"47131","Obion County, Tennessee",14956,15714
"47133","Overton County, Tennessee",11305,11271
"47135","Perry County, Tennessee",4197,4235
"47137","Pickett County, Tennessee",2510,2532
"47139","Polk County, Tennessee",8836,8784
"47141","Putnam County, Tennessee",39887,40270
"47143","Rhea County, Tennessee",16691,16340
"47145","Roane County, Tennessee",26388,27389
"47147","Robertson County, Tennessee",36439,36858
"47149","Rutherford County, Tennessee",169927,173800
"47151","Scott County, Tennessee",10903,11014
"47153","Sequatchie County, Tennessee",8232,7833
"47155","Sevier County, Tennessee",48685,49770
"47157","Shelby County, Tennessee",441579,484861
"47159","Smith County, Tennessee",10162,9872
"47161","Stewart County, Tennessee",6784,6940
"47163","Sullivan County, Tennessee",77767,80955
"47165","Sumner County, Tennessee",96687,100158
"47167","Tipton County, Tennessee",30274,30842
"47169","Trousdale County, Tennessee",7204,4392
"47171","Unicoi County, Tennessee",9004,8841
"47173","Union County, Tennessee",9880,9980
"47175","Van Buren County, Tennessee",3113,3069
"47177","Warren County, Tennessee",20595,20568
"47179","Washington County, Tennessee",65800,67482
"47181","Wayne County, Tennessee",9121,7204
"47183","Weakley County, Tennessee",16288,16658
"47185","White County, Tennessee",13376,14044
"47187","Williamson County, Tennessee",123066,125831
"47189","Wilson County, Tennessee",73809,75287
"48001","Anderson County, Texas",35807,22270
"48003","Andrews County, Texas",9274,9088
"48005","Angelina County, Texas",42586,44022
"48007","Aransas County, Texas",11986,12062
"48009","Archer County, Texas",4400,4249
"48011","Armstrong County, Texas",879,1033
"48013","Atascosa County, Texas",24580,24823
"48015","Austin County, Texas",15298,15108
"48017","Bailey County, Texas",3287,3615
"48019","Bandera County, Texas",10479,10703
"48021","Bastrop County, Texas",49988,48447
"48023","Baylor County, Texas",1738,1737
"48025","Bee County, Texas",19218,11759
"48027","Bell County, Texas",186259,186562
"48029","Bexar County, Texas",1001527,1012532
"48031","Blanco County, Texas",5853,5755
"48033","Borden County, Texas",301,385
"48035","Bosque County, Texas",9135,9269
"48037","Bowie County, Texas",46884,45863
"48039","Brazoria County, Texas",190008,184592
"48041","Brazos County, Texas",118812,115736
"48043","Brewster County, Texas",4578,4876
"48045","Briscoe County, Texas",710,580
"48047","Brooks County, Texas",3385,3674
"48049","Brown County, Texas",19020,19139
"48051","Burleson County, Texas",8767,9191
"48053","Burnet County, Texas",24537,25147
"48055","Caldwell County, Texas",23228,22913
"48057","Calhoun County, Texas",10402,9725
"48059","Callahan County, Texas",6917,6952
"48061","Cameron County, Texas",208182,213672
"48063","Camp County, Texas",6007,6536
"48065","Carson County, Texas",2890,2911
"48067","Cass County, Texas",13896,14741
"48069","Castro County, Texas",3780,3601
"48071","Chambers County, Texas",24269,22768
"48073","Cherokee County, Texas",25996,24828
"48075","Childress County, Texas",4393,2388
"48077","Clay County, Texas",5172,5118
"48079","Cochran County, Texas",1305,1224
"48081","Coke County, Texas",1645,1660
"48083","Coleman County, Texas",3913,3895
"48085","Collin County, Texas",537145,542008
"48087","Collingsworth County, Texas",1405,1460
"48089","Colorado County, Texas",10233,10349
"48091","Comal County, Texas",82455,82746
"48093","Comanche County, Texas",6881,6770
"48095","Concho County, Texas",1793,1442
"48097","Cooke County, Texas",20838,21022
"48099","Coryell County, Texas",42084,40843
"48101","Cottle County, Texas",849,798
"48103","Crane County, Texas",2293,2343
"48105","Crockett County, Texas",1575,1374
"48107","Crosby County, Texas",2607,2550
"48109","Culberson County, Texas",1343,838
"48111","Dallam County, Texas",3836,3329
"48113","Dallas County, Texas",1294332,1309721
"48115","Dawson County, Texas",6950,5392
"48117","Deaf Smith County, Texas",9357,9228
"48119","Delta County, Texas",2406,2872
"48121","Denton County, Texas",453677,461193
"48123","DeWitt County, Texas",10433,9393
"48125","Dickens County, Texas",739,831
"48127","Dimmit County, Texas",4349,4323
"48129","Donley County, Texas",1666,1632
"48131","Duval County, Texas",5097,4863
"48133","Eastland County, Texas",8957,8855
"48135","Ector County, Texas",83509,78791
"48137","Edwards County, Texas",769,611
"48139","Ellis County, Texas",97264,98245
"48141","El Paso County, Texas",429824,434008
